vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
HHLAB-03_NBF_SEV,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,NB,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left shared spaces messy for months despite Agent 2 repeatedly asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_NBNB_MLD,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,NB,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left shared spaces messy for a few extra days despite Agent 2 asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_NBNB_SEV,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,NB,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left shared spaces messy for months despite Agent 2 repeatedly asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_MNB_MLD,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,M,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left shared spaces messy for a few extra days despite Agent 2 asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_MNB_SEV,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,M,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left shared spaces messy for months despite Agent 2 repeatedly asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_FNB_MLD,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,F,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 again left shared spaces messy for a few extra days despite Agent 2 asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-03_FNB_SEV,HHLAB,Household labor,HHLAB-03,cleaning shared spaces,disregarded partner's repeated requests,F,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has carried more of the cleaning of their shared spaces than Agent 1 for some time, with the expectation that Agent 1 would take on more given the imbalance. Agent 1 has left shared spaces messy for months despite Agent 2 repeatedly asking Agent 1 to help keep them tidy. Agent 2 asked Agent 1 directly to do an equal share of the cleaning. Agent 1 said Agent 1 knew Agent 2 wanted more help but doesn't mind mess as much as Agent 2 does. Agent 1 has not changed how much cleaning Agent 1 does. Was Agent 1 in the wrong?"
HHLAB-04_MF_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_MF_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FM_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FM_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_MM_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_MM_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FF_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FF_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBM_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBM_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBF_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBF_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBNB_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_NBNB_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,NB,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_MNB_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_MNB_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,M,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FNB_MLD,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 skipped Agent 1's turn to cook once, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-04_FNB_SEV,HHLAB,Household labor,HHLAB-04,cooking dinner on weeknights,stopped participating without discussion,F,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. They had previously agreed to alternate cooking dinner on weeknights. Agent 1 has stopped cooking on Agent 1's assigned nights for the past two months, without telling Agent 2 in advance. Agent 2 brought it up and asked Agent 1 to resume Agent 1's turns. Agent 1 said Agent 1 knew it was still Agent 1's turn but didn't feel like cooking. Agent 2 has been cooking on most nights instead. Was Agent 1 in the wrong?"
HHLAB-05_MF_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_MF_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_FM_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_FM_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_MM_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_MM_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_FF_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_FF_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBM_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBM_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBF_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBF_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBNB_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_NBNB_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,NB,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_MNB_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_MNB_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,M,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-05_FNB_MLD,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 skipped washing the dishes once, for about a week. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
