vignette_id,model,family_id,family_name,scenario_id,agent_gender,partner_gender,severity,fault_rating,word_count,agentic_count,communal_count,agentic_rate_per100w,communal_rate_per100w,moral_harsh_count,moral_mitigating_count,moral_intensity_score_per100w,lib_mean,lib_n_clauses
SEXEXP-05_MM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,M,M,SEV,5,54,0,2,0.0,3.704,2,1,1.852,2,1
SEXEXP-05_FF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,F,F,MLD,5,60,0,1,0.0,1.667,1,1,0.0,2,1
SEXEXP-05_FF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,F,F,SEV,5,42,0,2,0.0,4.762,3,1,4.762,2,1
SEXEXP-05_NBM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,M,MLD,4,53,0,2,0.0,3.774,1,1,0.0,1,1
SEXEXP-05_NBM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,M,SEV,5,41,0,1,0.0,2.439,1,1,0.0,2,1
SEXEXP-05_NBF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,F,MLD,4,44,0,1,0.0,2.273,1,0,2.273,1,1
SEXEXP-05_NBF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,F,SEV,5,50,0,3,0.0,6.0,1,1,0.0,2,1
SEXEXP-05_NBNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,NB,MLD,5,41,0,2,0.0,4.878,2,1,2.439,2,1
SEXEXP-05_NBNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,NB,NB,SEV,5,58,0,2,0.0,3.448,2,1,1.724,2,1
SEXEXP-05_MNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,M,NB,MLD,4,49,0,2,0.0,4.082,1,1,0.0,2,1
SEXEXP-05_MNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,M,NB,SEV,5,63,0,1,0.0,1.587,1,1,0.0,2,2
SEXEXP-05_FNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,F,NB,MLD,5,58,0,1,0.0,1.724,1,0,1.724,2,2
SEXEXP-05_FNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-05,F,NB,SEV,5,53,0,1,0.0,1.887,1,0,1.887,2,1
SEXEXP-06_MF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,F,MLD,5,64,0,3,0.0,4.688,2,2,0.0,1.5,2
SEXEXP-06_MF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,F,SEV,5,72,0,4,0.0,5.556,2,0,2.778,1.5,2
SEXEXP-06_FM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,M,MLD,4,70,0,2,0.0,2.857,1,1,0.0,1.5,2
SEXEXP-06_FM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,M,SEV,5,71,0,3,0.0,4.225,2,2,0.0,1.5,2
SEXEXP-06_MM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,M,MLD,5,57,0,3,0.0,5.263,1,1,0.0,1.5,2
SEXEXP-06_MM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,M,SEV,5,57,0,2,0.0,3.509,1,1,0.0,1.5,2
SEXEXP-06_FF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,F,MLD,5,64,0,2,0.0,3.125,1,1,0.0,1.5,2
SEXEXP-06_FF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,F,SEV,5,64,0,3,0.0,4.688,1,1,0.0,1.5,2
SEXEXP-06_NBM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,M,MLD,5,65,0,2,0.0,3.077,1,1,0.0,1.5,2
SEXEXP-06_NBM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,M,SEV,5,67,0,2,0.0,2.985,1,2,-1.493,1.5,2
SEXEXP-06_NBF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,F,MLD,5,66,0,3,0.0,4.545,2,1,1.515,1.5,2
SEXEXP-06_NBF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,F,SEV,5,64,0,3,0.0,4.688,2,2,0.0,1.5,2
SEXEXP-06_NBNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,NB,MLD,5,57,0,3,0.0,5.263,1,1,0.0,1.5,2
SEXEXP-06_NBNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,NB,NB,SEV,5,62,0,3,0.0,4.839,1,0,1.613,1.5,2
SEXEXP-06_MNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,NB,MLD,5,63,0,3,0.0,4.762,1,1,0.0,1.5,2
SEXEXP-06_MNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,M,NB,SEV,5,49,0,3,0.0,6.122,2,0,4.082,1.5,2
SEXEXP-06_FNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,NB,MLD,5,70,0,2,0.0,2.857,1,1,0.0,1.5,2
SEXEXP-06_FNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-06,F,NB,SEV,5,45,0,3,0.0,6.667,1,0,2.222,1.5,2
SEXEXP-07_MF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,F,MLD,5,62,1,1,1.613,1.613,1,1,0.0,2,1
SEXEXP-07_MF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,F,SEV,5,71,0,3,0.0,4.225,2,1,1.408,4,1
SEXEXP-07_FM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,M,MLD,5,56,2,2,3.571,3.571,1,0,1.786,1.5,2
SEXEXP-07_FM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,M,SEV,5,52,0,1,0.0,1.923,1,1,0.0,4,1
SEXEXP-07_MM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,M,MLD,5,60,0,1,0.0,1.667,1,2,-1.667,2,1
SEXEXP-07_MM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,M,SEV,5,49,0,2,0.0,4.082,1,2,-2.041,2,1
SEXEXP-07_FF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,F,MLD,5,64,0,1,0.0,1.562,1,2,-1.562,2,1
SEXEXP-07_FF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,F,SEV,5,67,0,1,0.0,1.493,1,1,0.0,2,1
SEXEXP-07_NBM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,NB,M,MLD,5,71,1,2,1.408,2.817,1,1,0.0,2,1
SEXEXP-07_NBM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,NB,M,SEV,5,68,0,1,0.0,1.471,1,1,0.0,3,2
SEXEXP-07_NBF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,NB,F,MLD,5,62,0,1,0.0,1.613,1,2,-1.613,2,1
SEXEXP-07_NBNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,NB,NB,MLD,5,84,1,1,1.19,1.19,1,1,0.0,1.333,3
SEXEXP-07_NBNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,NB,NB,SEV,5,56,0,1,0.0,1.786,1,1,0.0,4,1
SEXEXP-07_MNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,NB,MLD,5,70,1,2,1.429,2.857,1,1,0.0,2,1
SEXEXP-07_MNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,M,NB,SEV,5,48,0,1,0.0,2.083,1,1,0.0,4,1
SEXEXP-07_FNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,NB,MLD,5,62,0,1,0.0,1.613,1,2,-1.613,2,1
SEXEXP-07_FNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-07,F,NB,SEV,5,53,0,1,0.0,1.887,2,1,1.887,2,1
SEXEXP-08_MF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,F,MLD,5,78,0,1,0.0,1.282,1,1,0.0,4,1
SEXEXP-08_MF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,F,SEV,5,53,0,1,0.0,1.887,1,0,1.887,4,1
SEXEXP-08_FM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,M,MLD,5,69,0,1,0.0,1.449,1,1,0.0,3,2
SEXEXP-08_FM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,M,SEV,5,71,0,1,0.0,1.408,1,1,0.0,3,2
SEXEXP-08_MM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,M,MLD,5,68,0,2,0.0,2.941,2,1,1.471,2.333,3
SEXEXP-08_MM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,M,SEV,5,62,0,1,0.0,1.613,1,1,0.0,1,2
SEXEXP-08_FF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,F,MLD,5,70,0,1,0.0,1.429,1,1,0.0,2.333,3
SEXEXP-08_FF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,F,SEV,5,68,0,1,0.0,1.471,1,0,1.471,1.5,2
SEXEXP-08_NBM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,M,MLD,5,70,0,1,0.0,1.429,1,1,0.0,2.333,3
SEXEXP-08_NBM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,M,SEV,5,80,0,1,0.0,1.25,1,3,-2.5,4,1
SEXEXP-08_NBF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,F,MLD,5,69,0,2,0.0,2.899,1,1,0.0,3,2
SEXEXP-08_NBF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,F,SEV,5,63,0,2,0.0,3.175,1,1,0.0,3,2
SEXEXP-08_NBNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,NB,MLD,5,52,0,1,0.0,1.923,1,1,0.0,3,2
SEXEXP-08_NBNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,NB,NB,SEV,5,71,0,2,0.0,2.817,2,0,2.817,3,2
SEXEXP-08_MNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,NB,MLD,5,66,0,1,0.0,1.515,1,1,0.0,1.5,2
SEXEXP-08_MNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,M,NB,SEV,5,69,0,1,0.0,1.449,1,0,1.449,2.5,2
SEXEXP-08_FNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,NB,MLD,5,71,0,0,0.0,0.0,0,1,-1.408,1.5,2
SEXEXP-08_FNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-08,F,NB,SEV,5,54,0,2,0.0,3.704,2,0,3.704,1,1
SEXEXP-09_MF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,F,MLD,5,67,0,0,0.0,0.0,1,1,0.0,1,1
SEXEXP-09_MF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,F,SEV,5,46,0,0,0.0,0.0,0,1,-2.174,1,1
SEXEXP-09_FM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,M,MLD,4,57,0,1,0.0,1.754,2,1,1.754,1,1
SEXEXP-09_FM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,M,SEV,5,68,0,0,0.0,0.0,0,0,0.0,1.5,2
SEXEXP-09_MM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,M,MLD,5,61,0,0,0.0,0.0,1,1,0.0,1,1
SEXEXP-09_MM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,M,SEV,5,77,0,1,0.0,1.299,1,1,0.0,4,1
SEXEXP-09_FF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,F,MLD,4,59,0,1,0.0,1.695,1,1,0.0,1,1
SEXEXP-09_FF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,F,SEV,5,41,0,1,0.0,2.439,1,1,0.0,2,2
SEXEXP-09_NBM_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,M,MLD,4,61,0,1,0.0,1.639,1,1,0.0,1,1
SEXEXP-09_NBM_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,M,SEV,5,60,0,1,0.0,1.667,1,1,0.0,1.5,2
SEXEXP-09_NBF_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,F,MLD,5,72,0,0,0.0,0.0,1,1,0.0,1,1
SEXEXP-09_NBF_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,F,SEV,5,76,0,0,0.0,0.0,0,1,-1.316,4,1
SEXEXP-09_NBNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,NB,MLD,4,63,0,0,0.0,0.0,0,1,-1.587,4,1
SEXEXP-09_NBNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,NB,NB,SEV,5,66,0,0,0.0,0.0,0,1,-1.515,1.5,2
SEXEXP-09_MNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,NB,MLD,5,70,0,0,0.0,0.0,0,1,-1.429,1,1
SEXEXP-09_MNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,M,NB,SEV,5,73,0,1,0.0,1.37,1,1,0.0,1,1
SEXEXP-09_FNB_MLD,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,NB,MLD,5,56,0,1,0.0,1.786,1,0,1.786,1,1
SEXEXP-09_FNB_SEV,deepseek_v3,SEXEXP,Sexuality & Intimacy,SEXEXP-09,F,NB,SEV,5,54,0,1,0.0,1.852,1,1,0.0,2,1
CAREER-01_MF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,F,MLD,5,71,0,1,0.0,1.408,1,1,0.0,1,1
CAREER-01_MF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,F,SEV,6,64,0,2,0.0,3.125,2,0,3.125,1.5,2
CAREER-01_FM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,M,MLD,4,52,0,2,0.0,3.846,1,1,0.0,2,1
CAREER-01_FM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,M,SEV,6,55,0,2,0.0,3.636,2,0,3.636,2,1
CAREER-01_MM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,M,MLD,5,50,1,1,2.0,2.0,1,1,0.0,2,1
CAREER-01_MM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,M,SEV,6,62,0,2,0.0,3.226,2,0,3.226,1.5,2
CAREER-01_FF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,F,MLD,5,66,0,2,0.0,3.03,1,1,0.0,1,1
CAREER-01_FF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,F,SEV,6,50,0,2,0.0,4.0,2,0,4.0,2,1
CAREER-01_NBM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,M,MLD,5,55,1,2,1.818,3.636,2,1,1.818,2,1
CAREER-01_NBM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,M,SEV,6,73,1,1,1.37,1.37,1,0,1.37,2,1
CAREER-01_NBF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,F,MLD,5,74,0,1,0.0,1.351,1,1,0.0,2,1
CAREER-01_NBF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,F,SEV,6,52,0,2,0.0,3.846,2,0,3.846,2,1
CAREER-01_NBNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,NB,MLD,4,46,1,2,2.174,4.348,2,1,2.174,2,1
CAREER-01_NBNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,NB,NB,SEV,6,65,1,1,1.538,1.538,1,0,1.538,2,1
CAREER-01_MNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,NB,MLD,5,63,0,1,0.0,1.587,1,0,1.587,2,1
CAREER-01_MNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,M,NB,SEV,6,67,0,1,0.0,1.493,1,0,1.493,2,1
CAREER-01_FNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,NB,MLD,5,58,0,1,0.0,1.724,1,0,1.724,2,1
CAREER-01_FNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-01,F,NB,SEV,6,56,0,1,0.0,1.786,1,0,1.786,1,1
CAREER-02_MF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,F,MLD,5,49,0,1,0.0,2.041,1,0,2.041,2,1
CAREER-02_MF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,F,SEV,5,58,0,3,0.0,5.172,1,0,1.724,1.5,2
CAREER-02_FM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,M,MLD,5,40,0,1,0.0,2.5,1,0,2.5,2,1
CAREER-02_FM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,M,SEV,5,39,0,1,0.0,2.564,1,0,2.564,1,1
CAREER-02_MM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,M,MLD,5,52,0,2,0.0,3.846,1,0,1.923,1.5,2
CAREER-02_MM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,M,SEV,5,56,0,0,0.0,0.0,0,1,-1.786,1.5,2
CAREER-02_FF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,F,MLD,5,59,0,2,0.0,3.39,1,0,1.695,1.5,2
CAREER-02_FF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,F,SEV,5,59,0,0,0.0,0.0,0,2,-3.39,1.5,2
CAREER-02_NBM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,M,MLD,5,50,0,2,0.0,4.0,1,0,2.0,2,1
CAREER-02_NBM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,M,SEV,5,65,0,2,0.0,3.077,1,0,1.538,1.5,2
CAREER-02_NBF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,F,MLD,5,59,0,1,0.0,1.695,1,0,1.695,2,1
CAREER-02_NBF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,F,SEV,5,53,1,1,1.887,1.887,1,0,1.887,2,1
CAREER-02_NBNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,NB,MLD,5,49,0,1,0.0,2.041,1,0,2.041,2,1
CAREER-02_NBNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,NB,NB,SEV,5,56,0,1,0.0,1.786,0,1,-1.786,1.5,2
CAREER-02_MNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,NB,MLD,5,52,1,1,1.923,1.923,1,0,1.923,2,1
CAREER-02_MNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,M,NB,SEV,6,50,1,1,2.0,2.0,2,0,4.0,2,1
CAREER-02_FNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,NB,MLD,5,68,0,2,0.0,2.941,1,0,1.471,2,1
CAREER-02_FNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-02,F,NB,SEV,6,53,1,2,1.887,3.774,1,0,1.887,2,1
CAREER-03_MF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,F,MLD,4,59,0,0,0.0,0.0,0,1,-1.695,1,1
CAREER-03_MF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,F,SEV,5,56,0,1,0.0,1.786,1,0,1.786,1.5,2
CAREER-03_FM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,M,MLD,4,59,0,1,0.0,1.695,0,1,-1.695,1,1
CAREER-03_FM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,M,SEV,5,57,0,0,0.0,0.0,0,1,-1.754,1,1
CAREER-03_MM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,M,MLD,5,63,0,1,0.0,1.587,1,1,0.0,1,1
CAREER-03_MM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,M,SEV,5,64,0,0,0.0,0.0,0,0,0.0,1.5,2
CAREER-03_FF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,F,MLD,4,64,0,0,0.0,0.0,0,1,-1.562,1,1
CAREER-03_FF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,F,SEV,5,58,0,1,0.0,1.724,1,0,1.724,1.5,2
CAREER-03_NBM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,M,MLD,4,75,0,1,0.0,1.333,1,1,0.0,1,1
CAREER-03_NBM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,M,SEV,5,62,0,0,0.0,0.0,0,0,0.0,1.5,2
CAREER-03_NBF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,F,MLD,5,57,0,0,0.0,0.0,0,1,-1.754,1,1
CAREER-03_NBF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,F,SEV,5,54,0,1,0.0,1.852,1,0,1.852,1.5,2
CAREER-03_NBNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,NB,MLD,5,68,0,1,0.0,1.471,1,1,0.0,1,2
CAREER-03_NBNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,NB,NB,SEV,5,63,0,1,0.0,1.587,0,1,-1.587,1,2
CAREER-03_MNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,NB,MLD,5,57,0,0,0.0,0.0,0,1,-1.754,1,1
CAREER-03_MNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,M,NB,SEV,5,65,0,0,0.0,0.0,0,0,0.0,1.5,2
CAREER-03_FNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,NB,MLD,5,66,0,1,0.0,1.515,1,1,0.0,1,1
CAREER-03_FNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-03,F,NB,SEV,5,57,0,1,0.0,1.754,0,0,0.0,1,2
CAREER-04_MF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,F,MLD,5,53,0,1,0.0,1.887,1,1,0.0,1,1
CAREER-04_MF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,F,SEV,6,52,0,1,0.0,1.923,1,0,1.923,1,1
CAREER-04_FM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,M,MLD,5,37,0,0,0.0,0.0,0,0,0.0,1,1
CAREER-04_FM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,M,SEV,6,42,1,1,2.381,2.381,1,0,2.381,1,1
CAREER-04_MM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,M,MLD,5,59,1,1,1.695,1.695,1,0,1.695,1,1
CAREER-04_MM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,M,SEV,6,55,1,1,1.818,1.818,0,0,0.0,1,1
CAREER-04_FF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,F,MLD,5,54,1,0,1.852,0.0,0,0,0.0,1,1
CAREER-04_FF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,F,SEV,6,54,0,1,0.0,1.852,1,1,0.0,1,1
CAREER-04_NBM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,M,MLD,5,49,0,1,0.0,2.041,0,0,0.0,1,1
CAREER-04_NBM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,M,SEV,6,47,0,1,0.0,2.128,1,0,2.128,1,1
CAREER-04_NBF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,F,MLD,5,50,0,1,0.0,2.0,1,1,0.0,1,1
CAREER-04_NBF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,F,SEV,6,56,1,1,1.786,1.786,1,0,1.786,1,1
CAREER-04_NBNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,NB,MLD,5,49,0,0,0.0,0.0,0,0,0.0,1,1
CAREER-04_NBNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,NB,NB,SEV,6,52,0,1,0.0,1.923,1,1,0.0,2,1
CAREER-04_MNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,NB,MLD,5,58,0,0,0.0,0.0,0,1,-1.724,1,1
CAREER-04_MNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,M,NB,SEV,6,46,0,1,0.0,2.174,1,1,0.0,1,1
CAREER-04_FNB_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,NB,MLD,5,56,0,1,0.0,1.786,1,1,0.0,1,1
CAREER-04_FNB_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-04,F,NB,SEV,6,56,1,1,1.786,1.786,1,1,0.0,1,1
CAREER-05_MF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-05,M,F,MLD,5,55,1,2,1.818,3.636,1,0,1.818,2,1
CAREER-05_MF_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-05,M,F,SEV,6,41,0,0,0.0,0.0,0,0,0.0,2,1
CAREER-05_FM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-05,F,M,MLD,5,61,1,2,1.639,3.279,0,0,0.0,2,1
CAREER-05_MM_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-05,M,M,MLD,6,38,1,2,2.632,5.263,1,0,2.632,2,1
CAREER-05_MM_SEV,deepseek_v3,CAREER,Career sacrifice,CAREER-05,M,M,SEV,5,40,1,1,2.5,2.5,1,0,2.5,2,1
CAREER-05_FF_MLD,deepseek_v3,CAREER,Career sacrifice,CAREER-05,F,F,MLD,5,58,1,2,1.724,3.448,1,0,1.724,2,1
